code	add	bits	bitsParamSave	bitsSave	descGroupIDs	descGroupNegative	descGroupPositive	descGroupStringAdd	descNegative	descPositive	descStringAdd	descfunc	descpriority	descval	dgrp	dgrpfunc	dgrpval	saveParamBits	stat	mapped_fields	mapping_confidence
118	0	1							Half Freeze Duration	Half Freeze Duration		3	33	0					item_halffreezeduration	add=f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f13;f14;f15;f24;f25;f26;f27;f28;f29;f30;f31;f32;f33;f34;f37;f38;f1_f2_u32;f2_f3_u32;f3_f4_u32;f4_f5_u32;f5_f6_u32;f6_f7_u32;f7_f8_u32;f8_f9_u32;f9_f10_u32;f10_f11_u32;f13_f14_u32;f14_f15_u32;f24_f25_u32;f25_f26_u32;f26_f27_u32;f27_f28_u32;f28_f29_u32;f29_f30_u32;f30_f31_u32;f31_f32_u32;f32_f33_u32;f33_f34_u32;f37_f38_u32;bits=f12;f12_f13_u32;bitsParamSave=;bitsSave=;descpriority=;descval=f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f13;f14;f15;f24;f25;f26;f27;f28;f29;f30;f31;f32;f33;f34;f37;f38;f1_f2_u32;f2_f3_u32;f3_f4_u32;f4_f5_u32;f5_f6_u32;f6_f7_u32;f7_f8_u32;f8_f9_u32;f9_f10_u32;f10_f11_u32;f13_f14_u32;f14_f15_u32;f24_f25_u32;f25_f26_u32;f26_f27_u32;f27_f28_u32;f28_f29_u32;f29_f30_u32;f30_f31_u32;f31_f32_u32;f32_f33_u32;f33_f34_u32;f37_f38_u32;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
119	100	10							Bonus to Attack Rating	Bonus to Attack Rating		2	165	1					item_tohit_percent	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
120	500	10							to Monster Defense per Hit	to Monster Defense per Hit		1	113	1					item_damagetargetac	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
121	500	11							Damage to Demons	Damage to Demons		4	162	1					item_demondamage_percent	add=;bits=f35;f35_f36_u32;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
122	500	11							Damage to Undead	Damage to Undead		4	161	1					item_undeaddamage_percent	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=f12;f35;f12_f13_u32;f35_f36_u32;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
123	100	10							to Attack Rating against Demons	to Attack Rating against Demons		1	162	1					item_demon_tohit	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=f12;f12_f13_u32;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
124	100	10							to Attack Rating against Undead	to Attack Rating against Undead		1	161	1					item_undead_tohit	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=f17;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.100
125	0	1							Throwable	Throwable		3	9	0					item_throwable	add=f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f13;f14;f15;f24;f25;f26;f27;f28;f29;f30;f31;f32;f33;f34;f36;f37;f38;f1_f2_u32;f2_f3_u32;f3_f4_u32;f4_f5_u32;f5_f6_u32;f6_f7_u32;f7_f8_u32;f8_f9_u32;f9_f10_u32;f10_f11_u32;f13_f14_u32;f14_f15_u32;f24_f25_u32;f25_f26_u32;f26_f27_u32;f27_f28_u32;f28_f29_u32;f29_f30_u32;f30_f31_u32;f31_f32_u32;f32_f33_u32;f33_f34_u32;f36_f37_u32;f37_f38_u32;bits=;bitsParamSave=;bitsSave=;descpriority=f40;descval=f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f13;f14;f15;f24;f25;f26;f27;f28;f29;f30;f31;f32;f33;f34;f36;f37;f38;f1_f2_u32;f2_f3_u32;f3_f4_u32;f4_f5_u32;f5_f6_u32;f6_f7_u32;f7_f8_u32;f8_f9_u32;f9_f10_u32;f10_f11_u32;f13_f14_u32;f14_f15_u32;f24_f25_u32;f25_f26_u32;f26_f27_u32;f27_f28_u32;f28_f29_u32;f29_f30_u32;f30_f31_u32;f31_f32_u32;f32_f33_u32;f33_f34_u32;f36_f37_u32;f37_f38_u32;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.100
126	0	3							ModitemColdSkills	ModitemColdSkills		1	202	1				3	item_elemskill	add=f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f13;f14;f15;f24;f25;f26;f27;f28;f29;f30;f31;f32;f33;f34;f36;f37;f38;f1_f2_u32;f2_f3_u32;f3_f4_u32;f4_f5_u32;f5_f6_u32;f6_f7_u32;f7_f8_u32;f8_f9_u32;f9_f10_u32;f10_f11_u32;f13_f14_u32;f14_f15_u32;f24_f25_u32;f25_f26_u32;f26_f27_u32;f27_f28_u32;f28_f29_u32;f29_f30_u32;f30_f31_u32;f31_f32_u32;f32_f33_u32;f33_f34_u32;f36_f37_u32;f37_f38_u32;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=f12;f35;f12_f13_u32;f35_f36_u32;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
127	0	5							to All Skills	to All Skills		1	203	1					item_allskills	add=f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f13;f14;f15;f24;f25;f26;f27;f28;f29;f30;f31;f32;f33;f34;f36;f37;f38;f39;f1_f2_u32;f2_f3_u32;f3_f4_u32;f4_f5_u32;f5_f6_u32;f6_f7_u32;f7_f8_u32;f8_f9_u32;f9_f10_u32;f10_f11_u32;f13_f14_u32;f14_f15_u32;f24_f25_u32;f25_f26_u32;f26_f27_u32;f27_f28_u32;f28_f29_u32;f29_f30_u32;f30_f31_u32;f31_f32_u32;f32_f33_u32;f33_f34_u32;f36_f37_u32;f37_f38_u32;f38_f39_u32;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=f40;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.100
128	0	10			367,368		Attacker Takes Elemental Damage of		Attacker Takes Lightning Damage of	Attacker Takes Lightning Damage of		3	27	2	14	3	2		item_attackertakeslightdamage	add=f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f13;f14;f15;f24;f25;f26;f27;f28;f29;f30;f31;f32;f33;f34;f36;f37;f38;f1_f2_u32;f2_f3_u32;f3_f4_u32;f4_f5_u32;f5_f6_u32;f6_f7_u32;f7_f8_u32;f8_f9_u32;f9_f10_u32;f10_f11_u32;f13_f14_u32;f14_f15_u32;f24_f25_u32;f25_f26_u32;f26_f27_u32;f27_f28_u32;f28_f29_u32;f29_f30_u32;f30_f31_u32;f31_f32_u32;f32_f33_u32;f33_f34_u32;f36_f37_u32;f37_f38_u32;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
131	100	8							Damage Reflected	Damage Reflected		2	26	1					thorns_percent	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=f16;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.100
134	5	5							Freezes Target	Freezes Target		12	117	2					item_freeze	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
135	0	7							Chance of Open Wounds	Chance of Open Wounds		2	122	1					item_openwounds	add=f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f13;f14;f15;f16;f24;f25;f26;f27;f28;f29;f30;f31;f32;f33;f34;f37;f38;f1_f2_u32;f2_f3_u32;f3_f4_u32;f4_f5_u32;f5_f6_u32;f6_f7_u32;f7_f8_u32;f8_f9_u32;f9_f10_u32;f10_f11_u32;f13_f14_u32;f14_f15_u32;f15_f16_u32;f24_f25_u32;f25_f26_u32;f26_f27_u32;f27_f28_u32;f28_f29_u32;f29_f30_u32;f30_f31_u32;f31_f32_u32;f32_f33_u32;f33_f34_u32;f37_f38_u32;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
136	0	8							Chance of Crushing Blow	Chance of Crushing Blow		2	125	1					item_crushingblow	add=f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f13;f14;f15;f24;f25;f26;f27;f28;f29;f30;f31;f32;f33;f34;f37;f38;f1_f2_u32;f2_f3_u32;f3_f4_u32;f4_f5_u32;f5_f6_u32;f6_f7_u32;f7_f8_u32;f8_f9_u32;f9_f10_u32;f10_f11_u32;f13_f14_u32;f14_f15_u32;f24_f25_u32;f25_f26_u32;f26_f27_u32;f27_f28_u32;f28_f29_u32;f29_f30_u32;f30_f31_u32;f31_f32_u32;f32_f33_u32;f33_f34_u32;f37_f38_u32;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
137	0	10							Kick Damage	Kick Damage		1	168	1					item_kickdamage	add=f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f13;f14;f15;f24;f25;f26;f27;f28;f29;f30;f31;f32;f33;f34;f37;f38;f1_f2_u32;f2_f3_u32;f3_f4_u32;f4_f5_u32;f5_f6_u32;f6_f7_u32;f7_f8_u32;f8_f9_u32;f9_f10_u32;f10_f11_u32;f13_f14_u32;f14_f15_u32;f24_f25_u32;f25_f26_u32;f26_f27_u32;f27_f28_u32;f28_f29_u32;f29_f30_u32;f30_f31_u32;f31_f32_u32;f32_f33_u32;f33_f34_u32;f37_f38_u32;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
138	0	10							Mana after each Kill	Mana after each Kill		1	40	1					item_manaafterkill	add=f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f13;f14;f15;f24;f25;f26;f27;f28;f29;f30;f31;f32;f33;f34;f38;f1_f2_u32;f2_f3_u32;f3_f4_u32;f4_f5_u32;f5_f6_u32;f6_f7_u32;f7_f8_u32;f8_f9_u32;f9_f10_u32;f10_f11_u32;f13_f14_u32;f14_f15_u32;f24_f25_u32;f25_f26_u32;f26_f27_u32;f27_f28_u32;f28_f29_u32;f29_f30_u32;f30_f31_u32;f31_f32_u32;f32_f33_u32;f33_f34_u32;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
139	0	10							Life after each Demon Kill	Life after each Demon Kill		1	40	1					item_healafterdemonkill	add=f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f13;f14;f15;f24;f25;f26;f27;f28;f29;f30;f31;f32;f33;f34;f36;f37;f38;f1_f2_u32;f2_f3_u32;f3_f4_u32;f4_f5_u32;f5_f6_u32;f6_f7_u32;f7_f8_u32;f8_f9_u32;f9_f10_u32;f10_f11_u32;f13_f14_u32;f14_f15_u32;f24_f25_u32;f25_f26_u32;f26_f27_u32;f27_f28_u32;f28_f29_u32;f29_f30_u32;f30_f31_u32;f31_f32_u32;f32_f33_u32;f33_f34_u32;f36_f37_u32;f37_f38_u32;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=f35;f35_f36_u32;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
140	0	10																	item_extrablood	add=f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f13;f14;f15;f24;f25;f26;f27;f28;f29;f30;f31;f32;f33;f34;f44;f1_f2_u32;f2_f3_u32;f3_f4_u32;f4_f5_u32;f5_f6_u32;f6_f7_u32;f7_f8_u32;f8_f9_u32;f9_f10_u32;f10_f11_u32;f13_f14_u32;f14_f15_u32;f24_f25_u32;f25_f26_u32;f26_f27_u32;f27_f28_u32;f28_f29_u32;f29_f30_u32;f30_f31_u32;f31_f32_u32;f32_f33_u32;f33_f34_u32;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
141	0	8							Deadly Strike	Deadly Strike		2	124	1					item_deadlystrike	add=f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f13;f14;f15;f24;f25;f26;f27;f28;f29;f30;f31;f32;f33;f34;f37;f38;f1_f2_u32;f2_f3_u32;f3_f4_u32;f4_f5_u32;f5_f6_u32;f6_f7_u32;f7_f8_u32;f8_f9_u32;f9_f10_u32;f10_f11_u32;f13_f14_u32;f14_f15_u32;f24_f25_u32;f25_f26_u32;f26_f27_u32;f27_f28_u32;f28_f29_u32;f29_f30_u32;f30_f31_u32;f31_f32_u32;f32_f33_u32;f33_f34_u32;f37_f38_u32;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
142	0	8							Fire Absorb	Fire Absorb		2	58	2					item_absorbfire_percent	add=f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f13;f14;f15;f24;f25;f26;f27;f28;f29;f30;f31;f32;f33;f34;f38;f1_f2_u32;f2_f3_u32;f3_f4_u32;f4_f5_u32;f5_f6_u32;f6_f7_u32;f7_f8_u32;f8_f9_u32;f9_f10_u32;f10_f11_u32;f13_f14_u32;f14_f15_u32;f24_f25_u32;f25_f26_u32;f26_f27_u32;f27_f28_u32;f28_f29_u32;f29_f30_u32;f30_f31_u32;f31_f32_u32;f32_f33_u32;f33_f34_u32;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
143	0	10							Fire Absorb	Fire Absorb		1	58	1					item_absorbfire	add=f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f13;f14;f15;f24;f25;f26;f27;f28;f29;f30;f31;f32;f33;f34;f36;f37;f38;f1_f2_u32;f2_f3_u32;f3_f4_u32;f4_f5_u32;f5_f6_u32;f6_f7_u32;f7_f8_u32;f8_f9_u32;f9_f10_u32;f10_f11_u32;f13_f14_u32;f14_f15_u32;f24_f25_u32;f25_f26_u32;f26_f27_u32;f27_f28_u32;f28_f29_u32;f29_f30_u32;f30_f31_u32;f31_f32_u32;f32_f33_u32;f33_f34_u32;f36_f37_u32;f37_f38_u32;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=f35;f35_f36_u32;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
144	0	8							Lightning Absorb	Lightning Absorb		2	57	2					item_absorblight_percent	add=f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f13;f14;f15;f24;f25;f26;f27;f28;f29;f30;f31;f32;f33;f34;f37;f38;f39;f1_f2_u32;f2_f3_u32;f3_f4_u32;f4_f5_u32;f5_f6_u32;f6_f7_u32;f7_f8_u32;f8_f9_u32;f9_f10_u32;f10_f11_u32;f13_f14_u32;f14_f15_u32;f24_f25_u32;f25_f26_u32;f26_f27_u32;f27_f28_u32;f28_f29_u32;f29_f30_u32;f30_f31_u32;f31_f32_u32;f32_f33_u32;f33_f34_u32;f37_f38_u32;f38_f39_u32;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
145	0	10							Lightning Absorb	Lightning Absorb		1	57	1					item_absorblight	add=f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f13;f14;f15;f24;f25;f26;f27;f28;f29;f30;f31;f32;f33;f34;f36;f37;f38;f1_f2_u32;f2_f3_u32;f3_f4_u32;f4_f5_u32;f5_f6_u32;f6_f7_u32;f7_f8_u32;f8_f9_u32;f9_f10_u32;f10_f11_u32;f13_f14_u32;f14_f15_u32;f24_f25_u32;f25_f26_u32;f26_f27_u32;f27_f28_u32;f28_f29_u32;f29_f30_u32;f30_f31_u32;f31_f32_u32;f32_f33_u32;f33_f34_u32;f36_f37_u32;f37_f38_u32;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=f35;f35_f36_u32;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
146	0	8							Magic Absorb	Magic Absorb		2	59	2					item_absorbmagic_percent	add=f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f13;f14;f15;f24;f25;f26;f27;f28;f29;f30;f31;f32;f33;f34;f36;f37;f38;f1_f2_u32;f2_f3_u32;f3_f4_u32;f4_f5_u32;f5_f6_u32;f6_f7_u32;f7_f8_u32;f8_f9_u32;f9_f10_u32;f10_f11_u32;f13_f14_u32;f14_f15_u32;f24_f25_u32;f25_f26_u32;f26_f27_u32;f27_f28_u32;f28_f29_u32;f29_f30_u32;f30_f31_u32;f31_f32_u32;f32_f33_u32;f33_f34_u32;f36_f37_u32;f37_f38_u32;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
147	0	10							Magic Absorb	Magic Absorb		1	59	1					item_absorbmagic	add=f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f13;f14;f15;f24;f25;f26;f27;f28;f29;f30;f31;f32;f33;f34;f36;f37;f38;f1_f2_u32;f2_f3_u32;f3_f4_u32;f4_f5_u32;f5_f6_u32;f6_f7_u32;f7_f8_u32;f8_f9_u32;f9_f10_u32;f10_f11_u32;f13_f14_u32;f14_f15_u32;f24_f25_u32;f25_f26_u32;f26_f27_u32;f27_f28_u32;f28_f29_u32;f29_f30_u32;f30_f31_u32;f31_f32_u32;f32_f33_u32;f33_f34_u32;f36_f37_u32;f37_f38_u32;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=f12;f35;f12_f13_u32;f35_f36_u32;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
148	0	8							Cold Absorb	Cold Absorb		2	56	2					item_absorbcold_percent	add=f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f13;f14;f15;f24;f25;f26;f27;f28;f29;f30;f31;f32;f33;f34;f36;f37;f38;f1_f2_u32;f2_f3_u32;f3_f4_u32;f4_f5_u32;f5_f6_u32;f6_f7_u32;f7_f8_u32;f8_f9_u32;f9_f10_u32;f10_f11_u32;f13_f14_u32;f14_f15_u32;f24_f25_u32;f25_f26_u32;f26_f27_u32;f27_f28_u32;f28_f29_u32;f29_f30_u32;f30_f31_u32;f31_f32_u32;f32_f33_u32;f33_f34_u32;f36_f37_u32;f37_f38_u32;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
149	0	10							Cold Absorb	Cold Absorb		1	56	1					item_absorbcold	add=f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f13;f14;f15;f24;f25;f26;f27;f28;f29;f30;f31;f32;f33;f34;f36;f37;f38;f1_f2_u32;f2_f3_u32;f3_f4_u32;f4_f5_u32;f5_f6_u32;f6_f7_u32;f7_f8_u32;f8_f9_u32;f9_f10_u32;f10_f11_u32;f13_f14_u32;f14_f15_u32;f24_f25_u32;f25_f26_u32;f26_f27_u32;f27_f28_u32;f28_f29_u32;f29_f30_u32;f30_f31_u32;f31_f32_u32;f32_f33_u32;f33_f34_u32;f36_f37_u32;f37_f38_u32;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=f12;f35;f12_f13_u32;f35_f36_u32;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
150	50	8							Slow Target	Slow Target		2	115	2					item_slow	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
151	1	7																11	item_aura	add=f12;f12_f13_u32;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
152		1							Indestructible	Indestructible			205	0					item_indesctructible	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f14;f15;f24;f25;f26;f27;f28;f29;f30;f31;f32;f33;f34;f37;f38;f1_f2_u32;f2_f3_u32;f3_f4_u32;f4_f5_u32;f5_f6_u32;f6_f7_u32;f7_f8_u32;f8_f9_u32;f9_f10_u32;f10_f11_u32;f14_f15_u32;f24_f25_u32;f25_f26_u32;f26_f27_u32;f27_f28_u32;f28_f29_u32;f29_f30_u32;f30_f31_u32;f31_f32_u32;f32_f33_u32;f33_f34_u32;f37_f38_u32;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
153		1							Cannot Be Frozen	Cannot Be Frozen		3	33	0					item_cannotbefrozen	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f15;f24;f25;f26;f27;f28;f29;f30;f31;f32;f33;f34;f38;f1_f2_u32;f2_f3_u32;f3_f4_u32;f4_f5_u32;f5_f6_u32;f6_f7_u32;f7_f8_u32;f8_f9_u32;f9_f10_u32;f10_f11_u32;f24_f25_u32;f25_f26_u32;f26_f27_u32;f27_f28_u32;f28_f29_u32;f29_f30_u32;f30_f31_u32;f31_f32_u32;f32_f33_u32;f33_f34_u32;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
154	50	8							Slower Stamina Drain	Slower Stamina Drain		2	72	1					item_staminadrainpct	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=f35;f35_f36_u32;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
155	0	7							Reanimate as:	Reanimate as:		23	30	1				12	item_reanimate	add=f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f13;f14;f15;f24;f25;f26;f27;f28;f29;f30;f31;f32;f33;f34;f36;f37;f38;f1_f2_u32;f2_f3_u32;f3_f4_u32;f4_f5_u32;f5_f6_u32;f6_f7_u32;f7_f8_u32;f8_f9_u32;f9_f10_u32;f10_f11_u32;f13_f14_u32;f14_f15_u32;f24_f25_u32;f25_f26_u32;f26_f27_u32;f27_f28_u32;f28_f29_u32;f29_f30_u32;f30_f31_u32;f31_f32_u32;f32_f33_u32;f33_f34_u32;f36_f37_u32;f37_f38_u32;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=f12;f35;f12_f13_u32;f35_f36_u32;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
156	0	10																	item_pierce	add=f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f13;f14;f15;f24;f25;f26;f27;f28;f29;f30;f31;f32;f33;f34;f36;f37;f38;f1_f2_u32;f2_f3_u32;f3_f4_u32;f4_f5_u32;f5_f6_u32;f6_f7_u32;f7_f8_u32;f8_f9_u32;f9_f10_u32;f10_f11_u32;f13_f14_u32;f14_f15_u32;f24_f25_u32;f25_f26_u32;f26_f27_u32;f27_f28_u32;f28_f29_u32;f29_f30_u32;f30_f31_u32;f31_f32_u32;f32_f33_u32;f33_f34_u32;f36_f37_u32;f37_f38_u32;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
157	0	7							Fires Magic Arrows	Fires Magic Arrows		3	184	0					item_magicarrow	add=f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f13;f14;f15;f24;f25;f26;f27;f28;f29;f30;f31;f32;f33;f34;f38;f1_f2_u32;f2_f3_u32;f3_f4_u32;f4_f5_u32;f5_f6_u32;f6_f7_u32;f7_f8_u32;f8_f9_u32;f9_f10_u32;f10_f11_u32;f13_f14_u32;f14_f15_u32;f24_f25_u32;f25_f26_u32;f26_f27_u32;f27_f28_u32;f28_f29_u32;f29_f30_u32;f30_f31_u32;f31_f32_u32;f32_f33_u32;f33_f34_u32;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f13;f14;f15;f24;f25;f26;f27;f28;f29;f30;f31;f32;f33;f34;f38;f1_f2_u32;f2_f3_u32;f3_f4_u32;f4_f5_u32;f5_f6_u32;f6_f7_u32;f7_f8_u32;f8_f9_u32;f9_f10_u32;f10_f11_u32;f13_f14_u32;f14_f15_u32;f24_f25_u32;f25_f26_u32;f26_f27_u32;f27_f28_u32;f28_f29_u32;f29_f30_u32;f30_f31_u32;f31_f32_u32;f32_f33_u32;f33_f34_u32;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
158	0	7							Fires Explosive Arrows or Bolts	Fires Explosive Arrows or Bolts		3	185	0					item_explosivearrow	add=f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f15;f24;f25;f26;f27;f28;f29;f30;f31;f32;f33;f34;f36;f37;f38;f1_f2_u32;f2_f3_u32;f3_f4_u32;f4_f5_u32;f5_f6_u32;f6_f7_u32;f7_f8_u32;f8_f9_u32;f9_f10_u32;f10_f11_u32;f24_f25_u32;f25_f26_u32;f26_f27_u32;f27_f28_u32;f28_f29_u32;f29_f30_u32;f30_f31_u32;f31_f32_u32;f32_f33_u32;f33_f34_u32;f36_f37_u32;f37_f38_u32;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f15;f24;f25;f26;f27;f28;f29;f30;f31;f32;f33;f34;f36;f37;f38;f1_f2_u32;f2_f3_u32;f3_f4_u32;f4_f5_u32;f5_f6_u32;f6_f7_u32;f7_f8_u32;f8_f9_u32;f9_f10_u32;f10_f11_u32;f24_f25_u32;f25_f26_u32;f26_f27_u32;f27_f28_u32;f28_f29_u32;f29_f30_u32;f30_f31_u32;f31_f32_u32;f32_f33_u32;f33_f34_u32;f36_f37_u32;f37_f38_u32;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
159	0	10																	item_throw_mindamage	add=f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f13;f14;f15;f24;f25;f26;f27;f28;f29;f30;f31;f32;f33;f34;f36;f37;f38;f1_f2_u32;f2_f3_u32;f3_f4_u32;f4_f5_u32;f5_f6_u32;f6_f7_u32;f7_f8_u32;f8_f9_u32;f9_f10_u32;f10_f11_u32;f13_f14_u32;f14_f15_u32;f24_f25_u32;f25_f26_u32;f26_f27_u32;f27_f28_u32;f28_f29_u32;f29_f30_u32;f30_f31_u32;f31_f32_u32;f32_f33_u32;f33_f34_u32;f36_f37_u32;f37_f38_u32;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
160	0	10																	item_throw_maxdamage	add=f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f15;f24;f25;f26;f27;f28;f29;f30;f31;f32;f33;f34;f36;f37;f38;f1_f2_u32;f2_f3_u32;f3_f4_u32;f4_f5_u32;f5_f6_u32;f6_f7_u32;f7_f8_u32;f8_f9_u32;f9_f10_u32;f10_f11_u32;f24_f25_u32;f25_f26_u32;f26_f27_u32;f27_f28_u32;f28_f29_u32;f29_f30_u32;f30_f31_u32;f31_f32_u32;f32_f33_u32;f33_f34_u32;f36_f37_u32;f37_f38_u32;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
161	10	6																	skill_handofathena	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
164	20	8							Chance of Uninterruptable Attack	Chance of Uninterruptable Attack		2	34	1					skill_concentration	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=f35;f35_f36_u32;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
171	500	11							Bonus to Defense	Bonus to Defense		2	35	1					skill_armor_percent	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=f12;f35;f12_f13_u32;f35_f36_u32;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
