#code	name	spelldescstr	width	height	gentype	stackable	rlvl	rstr	rdex	1h2h	2h	1hMinDmg	1hMaxDmg	2hMinDmg	2hMaxDmg	throwMinDmg	throwMaxDmg	image	quest	strBonus	dexBonus	type	sockettype	class
393	Battle Axe (3)		3	0	1		0	0	90	1	0			0						0	186	2hax,el2x	1	
394	Great Axe (3)		4	0	1		0	0	90	1	53			68						0	235	2hax,tier	1	
395	Giant Axe (3)		3	0	1		0	0	110	1	60			79						0	284	2hax,tier	1	
396	Club (3)		3	0	1		0	0	40			17								0	49	mace,tier	1	
397	Spiked Club (3)		3	0	1		0	0	60			23								0	102	mace,tier	1	
398	Mace (3)		3	0	1		0	0	80			30								0	130	mace,tier	1	
399	Morning Star (3)		3	0	1		0	0	90			36								0	158	mace,tier	1	
39@	Trident (Sacred)		4	0	1		0	428	90	1	54			62						15	408	qspe	1	
3@1	Compound Bow (2)		3	0	1		0	92	0	1	14			18						19	0	dbow,tier	1	
3@2	Serpent Bow (3)		4	0	1		0	218	0	1	38			48						19	0	dbow,tier	1	
3@3	Maple Bow (Sacred)		3	0	1		0	600	0	1	0			0						0	0	sdbw,elrx	1	
3@6	Backsword (4)		3	0	1		0	0	100			35								0	360	bswd,tier	1	
3@7	Bronze Sword (1)		3	0	1		0	0	122			8								0	82	bswd,tier	1	
3@8	Kriegsmesser (2)		3	0	1		0	0	126			20								0	141	bswd,tier	1	
3@9	Bonebreaker (3)		3	0	1		0	0	80			25								0	132	pclb,tier	1	
3@A	Goedendag (Sacred)		3	0	1		0	0	90			54								0	574	spmc	1	
3@D	Needle Crossbow (4)		3	0	1		0	0	0	1	49			56						0	200	nxbw,tier	1	
3@E	Stinger Crossbow (1)		3	0	1		0	0	0	1	12			16						0	63	nxbw,tier	1	
3@F	Trebuchet (2)		3	0	1		0	0	0	1	31			40						0	104	nxbw,tier	1	
400	Flail (3)		3	0	1		0	0	90			41								0	186	mace,tier	1	
401	Scepter (3)		3	0	1		0	83	60			15								11	0	scep,tier	1	
402	Grand Scepter (3)		3	0	1		0	139	60			25								11	0	scep,tier	1	
403	War Scepter (3)		3	0	1		0	195	100			35								11	0	scep,tier	1	
404	Javelin (3)		3	1	1	30	0	49	32			16			19	23				11	0	jave,tier	1	
405	Pilum (3)		3	1	1	30	0	114	56			21			24	36				11	0	jave,tier	1	
406	Short Spear (3)		3	1	1	30	0	155	80			27			29	48				11	0	jave,tier	1	
407	Glaive (3)		4	1	1	30	0	197	104			32			35	59				11	0	jave,tier	1	
408	Throwing Spear (3)		4	1	1	30	0	239	126			37			38	69				11	0	jave,tier	1	
409	Spear (3)		4	0	1		0	49	60	1	18			23						15	49	spea,tier	1	
40@	Brandistock (Sacred)		4	0	1		0	460	100	1	56			68						15	430	qspe	1	
410	Trident (3)		4	0	1		0	114	90	1	20			33						15	88	spea,tier	1	
411	Brandistock (3)		4	0	1		0	153	100	1	22			43						15	116	spea,tier	1	
412	Spetum (3)		4	0	1		0	193	96	1	24			52						15	144	spea,tier	1	
413	Pike (3)		4	0	1		0	232	120	1	25			60						15	172	spea,tier	1	
414	Dagger (3)		2	0	1		0	49	40			14								11	0	knif,tier	1	
415	Dirk (3)		2	0	1		0	104	50			16								11	0	knif,tier	1	
416	Kriss (3)		3	0	1		0	146	50			19								11	0	knif,tier	1	
417	Blade (3)		3	0	1		0	188	50			21								11	0	knif,tier	1	
418	Throwing Knife (3)		2	1	1	40	0	81	8			12			17	18				11	0	tkni,tier	1	
419	Flying Knife (3)		2	1	1	16	0	169	12			18			27	31				11	0	tkni,tier	1	
41@	Spetum (Sacred)		4	0	1		0	492	96	1	57			74						15	453	qspe	1	
420	Balanced Knife (3)		2	1	1	30	0	258	16			24			37	42				11	0	tkni,tier	1	
421	Throwing Axe (3)		2	1	1	16	0	0	12			0			0	0				0	81	taxe,elrx	1	
422	Balanced Axe (3)		3	1	1	16	0	0	20			32			22	59				0	225	taxe,tier	1	
423	Short Staff (3)		3	0	1		0	25	40	1	18			20						6	0	staf,tier	1	
424	Long Staff (3)		4	0	1		0	43	46	1	22			26						6	0	staf,tier	1	
425	Gnarled Staff (3)		4	0	1		0	62	70	1	26			33						6	0	staf,tier	1	
426	Battle Staff (3)		4	0	1		0	83	94	1	31			39						6	0	staf,tier	1	
427	War Staff (3)		4	0	1		0	102	118	1	34			44						6	0	staf,tier	1	
428	Bardiche (3)		4	0	1		0	39	26	1	18			22						0	86	pole,tier	1	
429	Voulge (3)		4	0	1		0	45	50	1	18			37						0	123	pole,tier	1	
42@	Pike (Sacred)		4	0	1		0	524	120	1	53			83						15	475	qspe	1	
430	Scythe (3)		4	0	1		0	160	90	1	17			52						15	160	scyh,tier	1	
431	Halberd (3)		4	0	1		0	153	132	1	55			67						15	0	nagi,tier	1	
432	Short Bow (3)		3	0	1		0	81	0	1	16			18						11	0	bow,tier	1	
433	Hunter's Bow (3)		3	0	1		0	109	0	1	20			24						11	0	bow,tier	1	
434	Long Bow (3)		4	0	1		0	137	0	1	24			31						11	0	bow,tier	1	
435	Composite Bow (3)		3	0	1		0	165	0	1	29			38						11	0	bow,tier	1	
436	Short Battle Bow (3)		3	0	1		0	193	0	1	0			0						0	0	bow,elrx	1	
437	Long Battle Bow (3)		4	0	1		0	221	0	1	38			51						11	0	bow,tier	1	
438	Short War Bow (3)		3	0	1		0	249	0	1	41			56						11	0	bow,tier	1	
439	Long War Bow (3)		4	0	1		0	277	0	1	45			62						11	0	bow,tier	1	
43@	Dagger (Sacred)		2	0	1		0	376	40			37								11	0	qknf	1	
440	Short Sword (4)		3	0	1		0	0	50			19								0	104	swor,tier	1	
441	Scimitar (4)		3	0	1		0	0	75			23								0	212	swor,tier	1	
442	Saber (4)		3	0	1		0	0	70			27								0	265	swor,tier	1	
443	Falchion (4)		3	0	1		0	0	80			31								0	319	swor,tier	1	
444	Broad Sword (4)		3	0	1		0	0	90			35								0	373	swor,tier	1	
445	Long Sword (4)		3	0	1		0	0	86			39								0	427	swor,tier	1	
446	War Sword (4)		3	0	1		0	0	100			42								0	481	swor,tier	1	
447	Two-Handed Sword (4)		4	0	1		0	0	80	1	25	20	1	27						0	212	2hsd,tier	1	
448	Claymore (4)		4	0	1		0	0	80	1	36	25	1	37						0	283	2hsd,tier	1	
449	Giant Sword (4)		4	0	1		0	0	90	1	45	31	1	48						0	355	2hsd,tier	1	
44@	Dirk (Sacred)		2	0	1		0	421	50			39								11	0	qknf	1	
450	Bastard Sword (4)		4	0	1		0	0	90	1	56	37	1	59						0	427	2hsd,tier	1	
451	Flamberge (4)		4	0	1		0	0	100	1	65	42	1	69						0	499	2hsd,tier	1	
452	Great Sword (4)		4	0	1		0	0	98	1	73	47	1	77						0	570	2hsd,tier	1	
453	Crystal Sword (4)		3	0	1		0	427	80			0								0	0	crsd,el1x	1	
454	Hand Axe (4)		3	0	1		0	0	50			20								0	104	axe,tier	1	
455	Axe (4)		3	0	1		0	0	70			28								0	239	axe,tier	1	
456	Double Axe (4)		3	0	1		0	0	90			37								0	319	axe,tier	1	
457	Military Pick (4)		3	0	1		0	0	90			45								0	400	axe,tier	1	
458	War Axe (4)		3	0	1		0	0	100			54								0	481	axe,tier	1	
459	Large Axe (4)		3	0	1		0	0	70	1	29			33						0	180	2hax,tier	1	
45@	Kriss (Sacred)		3	0	1		0	454	50			40								11	0	qknf	1	
460	Broad Axe (4)		3	0	1		0	0	80	1	40			49						0	274	2hax,tier	1	
461	Battle Axe (4)		3	0	1		0	0	90	1	0			0						0	369	2hax,el2x	1	
462	Great Axe (4)		4	0	1		0	0	90	1	62			80						0	463	2hax,tier	1	
463	Giant Axe (4)		3	0	1		0	0	110	1	65			99						0	557	2hax,tier	1	
464	Club (4)		3	0	1		0	0	40			21								0	104	mace,tier	1	
465	Spiked Club (4)		3	0	1		0	0	60			28								0	207	mace,tier	1	
466	Mace (4)		3	0	1		0	0	80			35								0	261	mace,tier	1	
467	Morning Star (4)		3	0	1		0	0	90			42								0	315	mace,tier	1	
468	Flail (4)		3	0	1		0	0	90			49								0	369	mace,tier	1	
469	Scepter (4)		3	0	1		0	171	60			18								11	0	scep,tier	1	
46@	Blade (Sacred)		3	0	1		0	488	50			42								11	0	qknf	1	
470	Grand Scepter (4)		3	0	1		0	279	60			29								11	0	scep,tier	1	
471	War Scepter (4)		3	0	1		0	387	100			41								11	0	scep,tier	1	
472	Javelin (4)		3	1	1	30	0	104	32			18			24	29				11	0	jave,tier	1	
473	Pilum (4)		3	1	1	30	0	230	56			25			30	44				11	0	jave,tier	1	
474	Short Spear (4)		3	1	1	30	0	310	80			32			36	58				11	0	jave,tier	1	
475	Glaive (4)		4	1	1	30	0	391	104			38			42	71				11	0	jave,tier	1	
476	Throwing Spear (4)		4	1	1	30	0	472	126			44			47	85				11	0	jave,tier	1	
477	Spear (4)		4	0	1		0	104	60	1	22			29						15	104	spea,tier	1	
478	Trident (4)		4	0	1		0	230	90	1	24			40						15	180	spea,tier	1	
479	Brandistock (4)		4	0	1		0	306	100	1	26			51						15	234	spea,tier	1	
47@	Throwing Knife (Sacred)		2	1	1	40	0	402	8			36			53	54				11	0	qtkn	1	
480	Spetum (4)		4	0	1		0	382	96	1	29			62						15	288	spea,tier	1	
481	Pike (4)		4	0	1		0	458	120	1	21			82						15	342	spea,tier	1	
482	Dagger (4)		2	0	1		0	104	40			17								11	0	knif,tier	1	
483	Dirk (4)		2	0	1		0	212	50			20								11	0	knif,tier	1	
484	Kriss (4)		3	0	1		0	292	50			23								11	0	knif,tier	1	
485	Blade (4)		3	0	1		0	373	50			26								11	0	knif,tier	1	
486	Throwing Knife (4)		2	1	1	40	0	167	8			14			22	23				11	0	tkni,tier	1	
487	Flying Knife (4)		2	1	1	16	0	337	12			21			33	37				11	0	tkni,tier	1	
488	Balanced Knife (4)		2	1	1	30	0	508	16			28			44	51				11	0	tkni,tier	1	
489	Throwing Axe (4)		2	1	1	16	0	0	12			0			0	0				0	167	taxe,elrx	1	
48@	Flying Knife (Sacred)		2	1	1	16	0	473	12			39			59	61				11	0	qtkn	1	
490	Balanced Axe (4)		3	1	1	16	0	0	20			37			27	71				0	445	taxe,tier	1	
491	Short Staff (4)		3	0	1		0	52	40	1	22			24						6	0	staf,tier	1	
492	Long Staff (4)		4	0	1		0	88	46	1	27			32						6	0	staf,tier	1	
493	Gnarled Staff (4)		4	0	1		0	126	70	1	32			39						6	0	staf,tier	1	
494	Battle Staff (4)		4	0	1		0	164	94	1	36			46						6	0	staf,tier	1	
495	War Staff (4)		4	0	1		0	202	118	1	41			53						6	0	staf,tier	1	
496	Bardiche (4)		4	0	1		0	71	26	1	22			26						0	176	pole,tier	1	
497	Voulge (4)		4	0	1		0	79	50	1	21			44						0	248	pole,tier	1	
498	Scythe (4)		4	0	1		0	319	90	1	21			62						15	319	scyh,tier	1	
499	Halberd (4)		4	0	1		0	305	132	1	66			82						15	0	nagi,tier	1	
49@	Balanced Knife (Sacred)		2	1	1	30	0	612	16			43			65	68				11	0	qtkn	1	
4@2	Serpent Bow (4)		4	0	1		0	431	0	1	45			57						19	0	dbow,tier	1	
4@3	Viper Bow (1)		3	0	1		0	98	0	1	8			11						19	0	dbow,tier	1	
4@4	Recurve Bow (2)		3	0	1		0	161	0	1	23			32						19	0	dbow,tier	1	
4@5	Spatha (3)		3	0	1		0	0	90			26								0	149	bswd,tier	1	
4@6	Backsword (Sacred)		3	0	1		0	0	100			51								0	526	sbsd	1	
4@9	Bonebreaker (4)		3	0	1		0	0	80			31								0	269	pclb,tier	1	
4@A	Angel Star (1)		3	0	1		0	0	90			8								0	62	pmac,tier	1	
4@C	Hand of God (3)		3	0	1		0	0	151	1	56			65						0	211	pham,tier	1	
4@D	Needle Crossbow (Sacred)		3	0	1		0	0	0	1	82			83						0	244	snxb	1	
500	Short Bow (4)		3	0	1		0	167	0	1	20			22						11	0	bow,tier	1	
501	Hunter's Bow (4)		3	0	1		0	221	0	1	25			30						11	0	bow,tier	1	
502	Long Bow (4)		4	0	1		0	274	0	1	30			38						11	0	bow,tier	1	
503	Composite Bow (4)		3	0	1		0	328	0	1	35			46						11	0	bow,tier	1	
504	Short Battle Bow (4)		3	0	1		0	382	0	1	0			0						0	0	bow,elrx	1	
505	Long Battle Bow (4)		4	0	1		0	436	0	1	45			61						11	0	bow,tier	1	
506	Short War Bow (4)		3	0	1		0	490	0	1	50			68						11	0	bow,tier	1	
507	Long War Bow (4)		4	0	1		0	543	0	1	54			74						11	0	bow,tier	1	
50@	Throwing Axe (Sacred)		2	1	1	16	0	0	12			0			0	0				0	402	qtax,elrx	1	
51@	Balanced Axe (Sacred)		3	1	1	16	0	0	20			47			56	78				0	586	qtax	1	
52@	Short Staff (Sacred)		3	0	1		0	188	40	1	53			55						6	0	qstf	1	
53@	Long Staff (Sacred)		4	0	1		0	203	46	1	56			58						6	0	qstf	1	
54@	Gnarled Staff (Sacred)		4	0	1		0	218	70	1	59			62						6	0	qstf	1	
55@	Battle Staff (Sacred)		4	0	1		0	234	94	1	61			66						6	0	qstf	1	
56@	War Staff (Sacred)		4	0	1		0	250	118	1	63			69						6	0	qstf	1	
57@	Bardiche (Sacred)		4	0	1		0	71	26	1	53			56						0	406	qpol	1	
58@	Voulge (Sacred)		4	0	1		0	79	50	1	53			64						0	436	qpol	1	
59@	Scythe (Sacred)		4	0	1		0	466	90	1	53			73						15	466	qscy	1	
5@1	Compound Bow (3)		3	0	1		0	186	0	1	33			41						19	0	dbow,tier	1	
5@2	Serpent Bow (Sacred)		4	0	1		0	555	0	1	71			75						19	0	sdbw	1	
5@5	Spatha (4)		3	0	1		0	0	90			30								0	299	bswd,tier	1	
5@6	Ida (1)		3	0	1		0	0	108			7								0	68	bswd,tier	1	
5@7	Bronze Sword (2)		3	0	1		0	0	122			18								0	124	bswd,tier	1	
5@8	Kriegsmesser (3)		3	0	1		0	0	126			40								0	276	bswd,tier	1	
5@9	Bonebreaker (Sacred)		3	0	1		0	0	80			52								0	544	spcb	1	
5@C	Hand of God (4)		3	0	1		0	0	151	1	60			82						0	466	pham,tier	1	
5@D	Dart Thrower (1)		3	0	1		0	0	0	1	7			10						0	46	nxbw,tier	1	
5@E	Stinger Crossbow (2)		3	0	1		0	0	0	1	32			39						0	93	nxbw,tier	1	
5@F	Trebuchet (3)		3	0	1		0	0	0	1	67			84						0	202	nxbw,tier	1	
60@	Halberd (Sacred)		4	0	1		0	558	132	1	71			100						15	0	snag	1	
61@	Short Bow (Sacred)		3	0	1		0	402	0	1	53			55						11	0	qbow	1	
62@	Hunter's Bow (Sacred)		3	0	1		0	425	0	1	56			59						11	0	qbow	1	
63@	Long Bow (Sacred)		4	0	1		0	447	0	1	59			62						11	0	qbow	1	
64@	Composite Bow (Sacred)		3	0	1		0	470	0	1	61			66						11	0	qbow	1	
65@	Short Battle Bow (Sacred)		3	0	1		0	492	0	1	0			0						0	0	qbow,elrx	1	
66@	Long Battle Bow (Sacred)		4	0	1		0	544	0	1	66			74						11	0	qbow	1	
67@	Short War Bow (Sacred)		3	0	1		0	590	0	1	68			77						11	0	qbow	1	
68@	Long War Bow (Sacred)		4	0	1		0	650	0	1	70			79						11	0	qbow	1	
69@	Wand (Sacred)		2	0	1		0	166	12			36								6	0	qwnd	1	
6@1	Compound Bow (4)		3	0	1		0	370	0	1	40			49						19	0	dbow,tier	1	
6@2	Maple Bow (1)		3	0	1		0	84	0	1										0	0	dbow,elrx	1	
6@3	Viper Bow (2)		3	0	1		0	144	0	1	21			29						19	0	dbow,tier	1	
6@4	Recurve Bow (3)		3	0	1		0	312	0	1	50			66						19	0	dbow,tier	1	
6@5	Spatha (Sacred)		3	0	1		0	0	90			48								0	500	sbsd	1	
6@8	Kriegsmesser (4)		3	0	1		0	0	126			48								0	543	bswd,tier	1	
6@9	Goedendag (1)		3	0	1		0	0	90			7								0	46	pmac,tier	1	
6@A	Angel Star (2)		3	0	1		0	0	90			19								0	101	pmac,tier	1	
6@C	Hand of God (Sacred)		3	0	1		0	0	151	1	104			105						0	832	sphm	1	
6@F	Trebuchet (4)		3	0	1		0	0	0	1	81			101						0	399	nxbw,tier	1	
70@	Yew Wand (Sacred)		2	0	1		0	168	36			38								6	0	qwnd	1	
71@	Bone Wand (Sacred)		2	0	1		0	170	60			40								6	0	qwnd	1	
72@	Grim Wand (Sacred)		2	0	1		0	172	108			44								6	0	qwnd	1	
73@	War Hammer (Sacred)		3	0	1		0	0	100			47								0	470	qham,ct1w	1	
74@	Maul (Sacred)		4	0	1		0	0	114	1	74			82						0	630	qham,ct2w	1	
75@	Great Maul (Sacred)		3	0	1		0	0	138	1	76			89						0	736	qham,ct2w	1	
76@	Light Crossbow (Sacred)		3	0	1		0	0	0	1	74			80						0	400	qxbw	1	
77@	Crossbow (Sacred)		3	0	1		0	0	0	1	78			86						0	502	qxbw	1	
78@	Heavy Crossbow (Sacred)		4	0	1		0	0	0	1	91			101						0	614	qxbw	1	
79@	Repeating Crossbow (Sacred)		3	0	1		0	0	0	1	88			105						0	670	qxbw	1	
7@1	Compound Bow (Sacred)		3	0	1		0	530	0	1	69			71						19	0	sdbw	1	
7@4	Recurve Bow (4)		3	0	1		0	613	0	1	60			79						19	0	dbow,tier	1	
7@5	Backsword (1)		3	0	1		0	0	100			6								0	55	bswd,tier	1	
7@6	Ida (2)		3	0	1		0	0	108			16								0	106	bswd,tier	1	
7@7	Bronze Sword (3)		3	0	1		0	0	122			37								0	244	bswd,tier	1	
7@8	Kriegsmesser (Sacred)		3	0	1		0	0	126			57								0	642	sbsd	1	
7@C	Needle Crossbow (1)		3	0	1		0	0	0	1	4			6						0	28	nxbw,tier	1	
7@D	Dart Thrower (2)		3	0	1		0	0	0	1	21			26						0	70	nxbw,tier	1	
7@E	Stinger Crossbow (3)		3	0	1		0	0	0	1	70			83						0	182	nxbw,tier	1	
7@F	Trebuchet (Sacred)		3	0	1		0	0	0	1	96			101						0	500	snxb	1	
80@	Eagle Orb (Sacred)		2	0	1		0	171	50			36					14			11	0	qorb	1	
81@	Sacred Globe (Sacred)		2	0	1		0	177	60			37					14			11	0	qorb	1	
82@	Smoked Sphere (Sacred)		2	0	1		0	183	70			39					14			11	0	qorb	1	
83@	Clasped Orb (Sacred)		2	0	1		0	188	62			41					14			11	0	qorb	1	
84@	Jared's Stone (Sacred)		3	0	1		0	242	78			43					14			11	0	qorb	1	
85@	Stag Bow (Sacred)		4	0	1		0	557	0	1	0			0			13			0	0	qabw,elrx	1	
86@	Reflex Bow (Sacred)		4	0	1		0	680	0	1	67			75			13			15	0	qabw	1	
87@	Maiden Spear (Sacred)		4	0	1		0	500	64	1	60			70			15			15	346	qasp	1	
88@	Maiden Pike (Sacred)		4	0	1		0	590	80	1	52			93			15			15	350	qasp	1	
89@	Maiden Javelin (Sacred)		3	1	1	32	0	600	84			54			71	88	15			13	310	qajv	1	
8@1	Serpent Bow (1)		4	0	1		0	71	0	1	6			8						19	0	dbow,tier	1	
8@2	Maple Bow (2)		3	0	1		0	126	0	1	0			0						0	0	dbow,elrx	1	
8@3	Viper Bow (3)		3	0	1		0	281	0	1	46			60						19	0	dbow,tier	1	
8@4	Recurve Bow (Sacred)		3	0	1		0	725	0	1	78			85						19	0	sdbw	1	
8@7	Bronze Sword (4)		3	0	1		0	0	122			45								0	482	bswd,tier	1	
8@8	Bonebreaker (1)		3	0	1		0	0	80			5								0	31	pclb,tier	1	
8@9	Goedendag (2)		3	0	1		0	0	90			16								0	81	pmac,tier	1	
8@A	Angel Star (3)		3	0	1		0	0	90			39								0	205	pmac,tier	1	
8@E	Stinger Crossbow (4)		3	0	1		0	0	0	1	86			101						0	359	nxbw,tier	1	
90@	Katar (Sacred)		3	0	1		0	333	50			37					14			13	0	qh2h	1	
91@	Wrist Blade (Sacred)		3	0	1		0	341	70			0					14			0	0	qh2h,el1x	1	
92@	Hatchet Hands (Sacred)		3	0	1		0	345	70			41					14			13	0	qh2h	1	
93@	Cestus (Sacred)		3	0	1		0	349	80			43					14			13	0	qh2h	1	
94@	Claws (Sacred)		3	0	1		0	400	90			44					14			13	0	qh2h	1	
95@	Blade Talons (Sacred)		3	0	1		0	562	100			49					14			13	0	qh2h	1	
96@	Scissors Katar (Sacred)		3	0	1		0	485	90			47					14			13	0	qh2h	1	
9@3	Viper Bow (4)		3	0	1		0	553	0	1	57			74						19	0	dbow,tier	1	
9@4	Spatha (1)		3	0	1		0	0	90			5								0	41	bswd,tier	1	
9@5	Backsword (2)		3	0	1		0	0	100			14								0	89	bswd,tier	1	
9@6	Ida (3)		3	0	1		0	0	108			33								0	212	bswd,tier	1	
9@7	Bronze Sword (Sacred)		3	0	1		0	0	122			55								0	576	sbsd	1	
9@A	Angel Star (4)		3	0	1		0	0	90			46								0	409	pmac,tier	1	
9@B	Hand of God (1)		3	0	1		0	0	151	1	11			14						0	76	pham,tier	1	
9@C	Needle Crossbow (2)		3	0	1		0	0	0	1	16			20						0	48	nxbw,tier	1	
9@D	Dart Thrower (3)		3	0	1		0	0	0	1	49			58						0	141	nxbw,tier	1	
9@E	Stinger Crossbow (Sacred)		3	0	1		0	0	0	1	99			101						0	460	snxb	1	
SM1	Tyrannical Blade		3	0	1		100000	0	0			150								13	0	xxx1	1	
SM2	Voidsworn Bow		4	0	1		100000	0	0	1	70			79						0	0	xxx2	1	
SM3	Voidforged Staff		4	0	1		100000	0	0	1	13			16						0	0	xxx3	1	
Ysh3	Mystical Blade		4	0	1		0	500	0			38								0	500	####	1	
bsd	Broad Sword		3	0	1		0	0	32			16								0	48	swor	1	
d33	Decoy Gidbinn		2	0	1		666	20	20			2							1	11	15	knif	1	
g33	The Gidbinn		2	0	1		666	25	60			11							1	11	15	knif	1	
gpl	Strangling Gas Potion		1	1	1	3	40	0	2			1								0	0	tpot	1	
gpm	Choking Gas Potion		1	1	1	3	120	0	2			1								0	0	tpot	1	
gps	Rancid Gas Potion		1	1	1	3	200	0	2			1								0	0	tpot	1	
hdm	Horadric Malus		2	0	1		600	15	110			16							1	0	15	horm	1	
hfh	Hell Forge Hammer		3	0	1		600	0	110			39							1	0	0	hamm	1	
hst	Horadric Staff		4	0	1		1223	0	100	1	14			20					1	6	15	staf	1	
j10	Eagle Orb (1)		2	0	1		0	0	50			3					14			11	0	orb,tier	1	
j11	Sacred Globe (1)		2	0	1		0	8	60			3					14			11	0	orb,tier	1	
j12	Smoked Sphere (1)		2	0	1		0	15	70			4					14			11	0	orb,tier	1	
j13	Clasped Orb (1)		2	0	1		0	9	62			5					14			11	0	orb,tier	1	
j14	Jared's Stone (1)		3	0	1		0	25	78			5					14			11	0	orb,tier	1	
j15	Stag Bow (1)		4	0	1		0	78	0	1							13			0	0	abow,elrx	1	
j16	Reflex Bow (1)		4	0	1		0	103	0	1	7			10			13			15	0	abow,tier	1	
j17	Maiden Spear (1)		4	0	1		0	67	64	1	4			10			15			15	33	aspe,tier	1	
j18	Maiden Pike (1)		4	0	1		0	87	80	1	4			11			15			13	43	aspe,tier	1	
j19	Maiden Javelin (1)		3	1	1	32	0	87	84			8			5	11	15			13	43	ajav,tier	1	
j20	Katar (1)		3	0	1		0	0	50			4					14			13	0	h2h,tier	1	
j21	Wrist Blade (1)		3	0	1		0	20	70								14			0	0	h2h,el1x	1	
j22	Hatchet Hands (1)		3	0	1		0	29	70			4					14			13	0	h2h,tier	1	
j23	Cestus (1)		3	0	1		0	39	80			5					14			13	0	h2h,tier	1	
j24	Claws (1)		3	0	1		0	48	90			6					14			13	0	h2h,tier	1	
j25	Blade Talons (1)		3	0	1		0	84	100			8					14			13	0	h2h,tier	1	
j26	Scissors Katar (1)		3	0	1		0	68	90			7					14			13	0	h2h,tier	1	
j44	Eagle Orb (2)		2	0	1		0	18	50			5					14			11	0	orb,tier	1	
j45	Sacred Globe (2)		2	0	1		0	19	60			7					14			11	0	orb,tier	1	
j46	Smoked Sphere (2)		2	0	1		0	36	70			9					14			11	0	orb,tier	1	
j47	Clasped Orb (2)		2	0	1		0	15	62			11					14			11	0	orb,tier	1	
j48	Jared's Stone (2)		3	0	1		0	48	78			12					14			11	0	orb,tier	1	
j49	Stag Bow (2)		4	0	1		0	118	0	1	0			0			13			0	0	abow,elrx	1	
j50	Reflex Bow (2)		4	0	1		0	150	0	1	18			26			13			15	0	abow,tier	1	
j51	Maiden Spear (2)		4	0	1		0	102	64	1	10			22			15			15	50	aspe,tier	1	
j52	Maiden Pike (2)		4	0	1		0	126	80	1	11			26			15			15	63	aspe,tier	1	
j53	Maiden Javelin (2)		3	1	1	32	0	128	84			17			14	28	15			13	64	ajav,tier	1	
j54	Katar (2)		3	0	1		0	14	50			7					14			13	0	h2h,tier	1	
j55	Wrist Blade (2)		3	0	1		0	39	70			0					14			0	0	h2h,el1x	1	
j56	Hatchet Hands (2)		3	0	1		0	50	70			10					14			13	0	h2h,tier	1	
j57	Cestus (2)		3	0	1		0	63	80			11					14			13	0	h2h,tier	1	
j58	Claws (2)		3	0	1		0	76	90			13					14			13	0	h2h,tier	1	
j59	Blade Talons (2)		3	0	1		0	120	100			17					14			13	0	h2h,tier	1	
j60	Scissors Katar (2)		3	0	1		0	99	90			16					14			13	0	h2h,tier	1	
j78	Eagle Orb (3)		2	0	1		0	49	50			12					14			11	0	orb,tier	1	
j79	Sacred Globe (3)		2	0	1		0	43	60			14					14			11	0	orb,tier	1	
j80	Smoked Sphere (3)		2	0	1		0	81	70			18					14			11	0	orb,tier	1	
j81	Clasped Orb (3)		2	0	1		0	32	62			21					14			11	0	orb,tier	1	
j82	Jared's Stone (3)		3	0	1		0	104	78			23					14			11	0	orb,tier	1	
j83	Stag Bow (3)		4	0	1		0	231	0	1	0			0			13			0	0	abow,elrx	1	
j84	Reflex Bow (3)		4	0	1		0	290	0	1	39			54			13			15	0	abow,tier	1	
j85	Maiden Spear (3)		4	0	1		0	203	64	1	21			45			15			15	102	aspe,tier	1	
j86	Maiden Pike (3)		4	0	1		0	246	80	1	22			53			15			15	123	aspe,tier	1	
j87	Maiden Javelin (3)		3	1	1	32	0	251	84			33			33	60	15			13	125	ajav,tier	1	
j88	Katar (3)		3	0	1		0	39	50			14					14			13	0	h2h,tier	1	
j89	Wrist Blade (3)		3	0	1		0	83	70			0					14			0	0	h2h,el1x	1	
j90	Hatchet Hands (3)		3	0	1		0	106	70			20					14			13	0	h2h,tier	1	
j91	Cestus (3)		3	0	1		0	128	80			23					14			13	0	h2h,tier	1	
j92	Claws (3)		3	0	1		0	151	90			26					14			13	0	h2h,tier	1	
j93	Blade Talons (3)		3	0	1		0	232	100			35					14			13	0	h2h,tier	1	
j94	Scissors Katar (3)		3	0	1		0	195	90			31					14			13	0	h2h,tier	1	
j95	Eagle Orb (4)		2	0	1		0	104	50			14					14			11	0	orb,tier	1	
j96	Sacred Globe (4)		2	0	1		0	88	60			18					14			11	0	orb,tier	1	
j97	Smoked Sphere (4)		2	0	1		0	167	70			21					14			11	0	orb,tier	1	
j98	Clasped Orb (4)		2	0	1		0	65	62			25					14			11	0	orb,tier	1	
j99	Jared's Stone (4)		3	0	1		0	212	78			28					14			11	0	orb,tier	1	
l10	Wand (1)		2	0	1		0	0	12			2								6	0	wand,tier	1	
l11	Yew Wand (1)		2	0	1		0	6	36			4								6	0	wand,tier	1	
l12	Bone Wand (1)		2	0	1		0	9	60			4								6	0	wand,tier	1	
l13	Grim Wand (1)		2	0	1		0	15	108			6								6	0	wand,tier	1	
l18	Wand (2)		2	0	1		0	4	12			6								6	0	wand,tier	1	
l19	Yew Wand (2)		2	0	1		0	11	36			8								6	0	wand,tier	1	
l20	Bone Wand (2)		2	0	1		0	15	60			10								6	0	wand,tier	1	
l21	Grim Wand (2)		2	0	1		0	23	108			14								6	0	wand,tier	1	
